Name,Alias,Nationality,Designation,Sanction Type,Source
JAISH-I-MOHAMMED,ARMY OF MOHAMMED,Unknown,Entity,"FTO, SDGT",USOFAC-SDN
JAM'YAH TA'AWUN AL-ISLAMIA,SOCIETY OF ISLAMIC COOPERATION,Unknown,Entity,SDGT,USOFAC-SDN
RABITA TRUST,None,Unknown,Entity,SDGT,USOFAC-SDN
Haji Abdul Manan AGHA,SAIYID,Unknown,Individual,SDGT,USOFAC-SDN
Mohammad Hamdi Mohammad Sadiq AL-AHDAL,AL-HAMATI,Yemen,Individual,SDGT,USOFAC-SDN
Amin AL-HAQ,AMIN,Unknown,Individual,SDGT,USOFAC-SDN
Salim Ahmad Salim HAMDAN,AL-JADAWI,Unknown,Individual,SDGT,USOFAC-SDN
Sa'd Abdullah Hussein AL-SHARIF,None,Saudi Arabia,Individual,SDGT,USOFAC-SDN
Bilal BIN MARWAN,None,Unknown,Individual,SDGT,USOFAC-SDN
Ayadi Chafiq BIN MUHAMMAD,AYADI SHAFIQ,Unknown,Individual,SDGT,USOFAC-SDN
Mamoun DARKAZANLI,None,Unknown,Individual,SDGT,USOFAC-SDN
Riad HIJAZI,HIJAZI,Unknown,Individual,SDGT,USOFAC-SDN
Omar Mahmoud UTHMAN,AL-FILISTINI,Jordan,Individual,SDGT,USOFAC-SDN
Hassan Dahir AWEYS,ALI,Unknown,Individual,SDGT,USOFAC-SDN
AL-AQSA ISLAMIC BANK,AL-AQSA AL-ISLAMI BANK,Unknown,Entity,SDGT,USOFAC-SDN
BEIT EL-MAL HOLDINGS,ARAB PALESTINIAN BEIT EL-MAL COMPANY,Unknown,Entity,SDGT,USOFAC-SDN
HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT,OCCUPIED LAND FUND,Unknown,Entity,SDGT,USOFAC-SDN
UMMAH TAMEER E-NAU,UMMAH TAMEER I-NAU,Unknown,Entity,SDGT,USOFAC-SDN
Sultan Bashir-Ud-Din MAHMOOD,MAHMOOD,Pakistan,Individual,SDGT,USOFAC-SDN
Abdul MAJEED,MAJID,Pakistan,Individual,SDGT,USOFAC-SDN
Mohammed TUFAIL,TUFAIL,Pakistan,Individual,SDGT,USOFAC-SDN
LASHKAR E-TAYYIBA,LASHKAR E-TOIBA,Unknown,Entity,"FTO, SDGT",USOFAC-SDN
CONTINUITY IRA,CONTINUITY ARMY COUNCIL,Unknown,Entity,"FTO, SDGT",USOFAC-SDN
FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP,GRAPO,Unknown,Entity,SDGT,USOFAC-SDN
LOYALIST VOLUNTEER FORCE,LVF,Unknown,Entity,SDGT,USOFAC-SDN
ORANGE VOLUNTEERS,None,Unknown,Entity,SDGT,USOFAC-SDN
RED HAND DEFENDERS,RHD,Unknown,Entity,SDGT,USOFAC-SDN
ULSTER DEFENCE ASSOCIATION,ULSTER FREEDOM FIGHTERS,Unknown,Entity,SDGT,USOFAC-SDN
Boubekeur BOULGHITI,BOULGHIT,Algeria,Individual,SDGT,USOFAC-SDN
REVIVAL OF ISLAMIC HERITAGE SOCIETY,JAMIAT IHIA AL-TURATH AL-ISLAMIYA,Unknown,Entity,SDGT,USOFAC-SDN
Abd al-Muhsin AL-LIBI,ABU BAKR,Libya,Individual,SDGT,USOFAC-SDN
ACCESOS ELECTRONICOS S.A.DE C.V.,None,Unknown,Entity,SDNTK,USOFAC-SDN
"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",None,Unknown,Entity,SDNTK,USOFAC-SDN
"ADP, S.C.",None,Unknown,Entity,SDNTK,USOFAC-SDN
"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",OASIS BEACH RESORT & CONVENTION CENTER,Unknown,Entity,SDNTK,USOFAC-SDN
"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",DISTRIBUIDORA IMPERIAL,Unknown,Entity,SDNTK,USOFAC-SDN
"FARMACIA VIDA SUPREMA, S.A. DE C.V.",FARMACIAS VIDA,Unknown,Entity,SDNTK,USOFAC-SDN
"FORPRES, S.C.",None,Unknown,Entity,SDNTK,USOFAC-SDN
GEX EXPLORE S. DE R.L. DE C.V.,None,Unknown,Entity,SDNTK,USOFAC-SDN
"OPERADORA VALPARK, S.A. DE C.V.",None,Unknown,Entity,SDNTK,USOFAC-SDN
"VALPARK, S.A. DE C.V.",None,Unknown,Entity,SDNTK,USOFAC-SDN
Miguel AGUILAR AMAO,None,Unknown,Individual,SDNTK,USOFAC-SDN
Manuel AGUIRRE GALINDO,None,Unknown,Individual,SDNTK,USOFAC-SDN
Enedina ARELLANO FELIX,ARELLANO FELIX DE TOLEDO,Unknown,Individual,SDNTK,USOFAC-SDN
Maria Antonieta FREGOSO AMEZQUITA,None,Unknown,Individual,SDNTK,USOFAC-SDN
Jose Alejandro GIL GARCIA,None,Unknown,Individual,SDNTK,USOFAC-SDN
Maria Elda HERNANDEZ PULIDO,None,Unknown,Individual,SDNTK,USOFAC-SDN
Gilberto MIJARES TRANCOSO,None,Unknown,Individual,SDNTK,USOFAC-SDN
