Name,Alias,Nationality,Designation,Sanction Type,Source
KONTSERN AVIAPRIBOROSTROENIE OAO,AIRCRAFT ENGINEERING CONCERN OPEN JOINT STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
90 EKSPERIMENTALNY ZAVOD OAO,90 EXPERIMENTAL PLANT OPEN JOINT STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
AKTSIONERNOE OBSHCHESTVO TSENTRALNOE KONSTRUKTORSKOE BYURO SPETSIALNYKH RADIOMATERIALOV,"TSKB RM, AO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
AKTSIONERNOE OBSHCHESTVO MOSKOVSKI MASHINOSTROITELNY EKSPERIMENTALNY ZAVOD - KOMPOZITSIONNYE TEKHNOLOGII,MOSCOW MECHANICAL EXPERIMENTAL PLANT - COMPOSITE TECHNOLOGIES OPEN JOINT STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVO-VYATKA,NOVO VYATKA OPEN JOINT STOCK COMPANY,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE OPTIKA,"NPO OPTIKA, AO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE STANKOIMPORT,"VO STANKOIMPORT, OAO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKOE PROIZVODSTVENNOE OBEDINENIE LUCH,"NPO LUCH, OAO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE SPLAV,"NPO SPLAV, OAO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOVYATSKI MEKHANICHESKI ZAVOD,OPEN JOINT STOCK COMPANY NOVOVYATSK MECHANICAL PLANT,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU RT-ENERGOEFFEKTIVNOST,"RT-ENERGO, OOO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OTKRYTOE AKTSIONERNOE OBSHCHESTVO KALINOVSKI KHIMICHESKI ZAVOD,"KKHZ, OAO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKI ZAVOD POLUPROVODNIKOVYKH PRIBOROV S OKB,NOVOSIBIRSK FACTORY OF SEMICONDUCTOR DEVICES WITH THE SPECIAL DESIGN CENTRE PUBLIK JOINT STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
AKTSIONERNOE OBSHCHESTVO RT-STROITELNYE TEKHNOLOGII,"RT-STROITELNYE TEKHNOLOGII, AO",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
MZ MAYAK OAO,MAYAK MACHINE BUILDING PLANT OPEN JOINT STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
ULYANOVSKI GIPROAVIAPROM OAO,ULYANOVSKIY GIPROAVIAPROM OJSC,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA OAO,UNITED ENGINE CORPORATION JSC,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
VERTOLETY ROSSII AO,RUSSIAN HELICOPTERS JOINT STOCK COMPANY,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
"GAZPROM DOBYCHA YAMBURG, OOO",GAZPROM DOBYCHA YAMBURG,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ YUGORSK, OOO",GAZPROM TRANSGAZ YUGORSK,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NIIGAZEKONOMIKA, OOO",NIIGAZECONOMIKA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ SANKT-PETERBURG, OOO",GAZPROM TRANSGAZ SAINT PETERSBURG,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ STAVROPOL, OOO",GAZPROM TRANSGAZ STAVROPOL,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM RUSSKAYA, OOO",GAZPROM RUSSKAYA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM ENERGO, OOO",GAZPROM ENERGO,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM DOBYCHA NADYM, OOO",GAZPROM DOBYCHA NADYM,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM SVYAZ, OOO",GAZPROM SVYAZ,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM MEZHREGIONGAZ, OOO",GAZPROM MEZHREGIONGAZ,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM DOBYCHA KUZNETSK, OOO",GAZPROM DOBYCHA KUZNETSK,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ UKHTA, OOO",GAZPROM TRANSGAZ UKHTA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ KAZAN, OOO",GAZPROM TRANSGAZ KAZAN,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ SARATOV, OOO",GAZPROM TRANSGAZ SARATOV,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM SOTSINVEST, OOO",GAZPROM SOTSINVEST,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM DOBYCHA NOYABRSK, OOO",GAZPROM DOBYCHA NOYABRSK,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM GAZOBEZOPASNOST, OOO",GAZPROM GAZOBEZOPASNOST,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM FLOT, OOO",GAZPROM FLOT,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZ-OIL, OOO",GAZ-OIL,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM INVEST, OOO",GAZPROM INVEST,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
"GAZPROM TSENTRREMONT, OOO",GAZPROM TSENTRREMONT,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM DOBYCHA KRASNODAR, OOO",GAZPROM DOBYCHA KRASNODAR,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ KRASNODAR, OOO",GAZPROM TRANSGAZ KRASNODAR,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM PERSONAL, OOO",GAZPROM PERSONAL,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM PERERABOTKA, OOO",GAZPROM PERERABOTKA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ VOLGOGRAD, OOO",GAZPROM TRANSGAZ VOLGOGRAD,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ TOMSK, OOO",GAZPROM TRANSGAZ TOMSK,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ SURGUT, OOO",GAZPROM TRANSGAZ SURGUT,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ NIZHNI NOVGOROD, OOO",GAZPROM TRANSGAZ NIZHNY NOVGOROD,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM GAZNADZOR, OOO",GAZPROM GAZNADZOR,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM KOMPLEKTATSIYA, OOO",GAZPROM KOMPLEKTATSIYA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM VNIIGAZ, OOO",GAZPROM VNIIGAZ,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
"GAZPROM TELEKOM, OOO",GAZPROM TELECOM,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM INFORM, OOO",GAZPROM INFORM,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM DOBYCHA IRKUTSK, OOO",GAZPROM DOBYCHA IRKUTSK,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZMASH, AO",GAZMASH,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ SAMARA, OOO",GAZPROM TRANSGAZ SAMARA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM KAPITAL, OOO",GAZPROM KAPITAL,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"YAMALGAZINVEST, ZAO",YAMALGAZINVEST,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM DOBYCHA URENGOI, OOO",GAZPROM DOBYCHA URENGOY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM GEOLOGORAZVEDKA, OOO",GAZPROM GEOLOGORAZVEDKA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ MAKHACHKALA, OOO",GAZPROM TRANSGAZ MAKHACHKALA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM TRANSGAZ UFA, OOO",GAZPROM TRANSGAZ UFA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"VOSTOKGAZPROM, OAO",VOSTOKGAZPROM,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"LAZURNAYA, OOO",LAZURNAYA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GAZPROM PROMGAZ, AO",GAZPROM PROMGAZ,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"KAMCHATGAZPROM, OAO",KAMCHATGAZPROM,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"DALTRANSGAZ, OAO",DALTRANSGAZ,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"DRUZHBA, AO",DRUZHBA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"KRASNOYARSKGAZPROM, PAO",KRASNOYARSKGAZPROM,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"ACHIM DEVELOPMENT, OOO",ACHIM DEVELOPMENT,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"SG MSK, AO",OPEN JOINT STOK COMPANY 'INSURANCE GROUP MCK',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"BM PROEKT, OOO",BM PROJECT LLC,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
LLC BALTECH,BALTECH LLC,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
BM HOLDING AG,BM HOLDING LTD,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
BOM ASSET MANAGEMENT LTD,None,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
BOM FINANCE LTD,None,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
BOM PROJECT FINANCING LTD,BOM PROJECT FINANCING LIMITED,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
CROSSPLANET LTD,None,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
FINANSOVY ASSISTENT CJSC,ZAO 'FINANSOVY ASSISTANT',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"BPO PECHATNIKI, OAO",OPEN JOINT STOCK COMPANY 'BUMAZHNO-POLIGRAFICHESKOYE OBYEDINENIYE 'PECHATNIKI',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
UNITED COMPANY OJSC,OJSC UNITED COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
BM BANK PUBLIC JOINT STOCK COMPANY,BMBANK JSC,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"LESPROMPROTSESSING, ZAO",CLOSED JOINT-STOCK COMPANY 'LESPROMPROCESSING',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"RIELTSITI, OOO",OBSHCHESTVO S GRANICHENNOI OTVETSTVENNOSTYU 'RIELTSITI',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA, AO",JOINT STOCK COMPANY 'MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"BM-DIREKTSIYA, OOO",BM DIREKTSIYA LLC,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OPEN JOINT STOCK COMPANY CHAYKA,PJSC CHAIKA,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
AUTOMATED BANKING TECHNOLOGIES CJSC,CJSC 'AUTOMATED BANKING TECHNOLOGIES',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
CREDIT URAL BANK,CREDIT URAL BANK JOINT-STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GAZKARDSERVIS OOO,LIMITED LIABILITY COMPANY GAZKARDSERVIS,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GAZPROM MEDIA HOLDING,JSC GAZPROM-MEDIA HOLDING,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GAZPROMBANK LEASING ZAO,CLOSED JOINT-STOCK COMPANY GAZPROMBANK LIZING,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GAZPROMBANK UPRAVLENIE AKTIVAMI,GAZPROMBANK ASSET MANAGEMENT ZAO,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GPB-FACTORING OOO,LIMITED LIABILITY COMPANY GPB-FAKTORING,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GPB INVEST OOO,LIMITED LIABILITY COMPANY GAZPROMBANK-INVEST,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
NEW FINANCIAL TECHNOLOGIES OOO,CLOSED JOINT-STOCK COMPANY NOVYE FINANSOVYE TEKHNOLOGII,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
PO URALENERGOMONTAZH ZAO,PO UEM JSC,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GPB-MORTGAGE JSC,JOINT-STOCK BANK GPB-MORTGAGE CLOSED JOINT STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
IZ KARTEKS OOO,IZ-KARTEX NAMED AFTER P.G. KOROBKOV LTD,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
IZHORSKIYE ZAVODY OAO,OPEN JOINT STOCK COMPANY IZHORSKIE ZAVODY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
KRIOGENMASH OAO,CRYOGENMASH,Unknown,Entity,"RUSSIA-EO14024, UKRAINE-EO13662",USOFAC-Consolidated
OMZ OAO,OBYEDINYONNYE MASHINOSTROITELNYE ZAVODY (GRUPPA URALMASH-IZHORA),Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
OMZ SPETSSTAL OOO,LIMITED LIABILITY COMPANY OMZ-SPETSSTAL,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
URALMASHZAVOD OAO,URALMASHPLANT,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
AREXIMBANK-GAZPROMBANK GROUP CJSC,ARMENIAN-RUSSIAN EXPORT-IMPORT BANK-GAZPROMBANK GROUP CLOSED JOINT-STOCK COMPANY,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GAZPROMBANK (SWITZERLAND) LTD,GAZPROMBANK SCHWEIZ AG,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
CENTREX EUROPE ENERGY AND GAS AG,CENTREX EUROPE ENERGY & GAS AG,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GPB-DI HOLDINGS LIMITED,SIRITIA VENTURES LTD,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
GPB FINANCIAL SERVICES LIMITED,None,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
GPB GLOBAL RESOURCES BV,None,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GPB INTERNATIONAL SA,None,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
NAGELFAR TRADE AND INVEST LIMITED,NAGELFAR TRADE & INVEST LIMITED,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
GAZPROMBANK LATIN AMERICA VENTURES BV,None,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TD AGROTORG, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TORGOVY' DOM 'AGROTORG',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"RASSVET, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'RASSVET',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"AGROKREDIT-INFORM, AO",AKTSIONERNOE OBSHCHESTVO 'AGROKREDIT-INFORM',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"UMANSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'UMANSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"BELOGLINSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'BELOGLINSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"LADOZHSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'LADOZHSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"VELICHKOVSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VELICHKOVSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"EYANSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'EYANSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"KHOMYAKOVSKI KHLADOKOMBINAT, ZAO",ZAKRYTOE AKTSIONERNOE OBSHCHESTVO 'KHOMYAKOVSKI KHLADOKOMBINAT',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"MALOROSSISKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'MALOROSSISKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"KRYLOVSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'KRYLOVSKI ELVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"ROVNENSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'ROVNENSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"STEPNYANSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'STEPNYANSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"ALBASHSKI ELEVATOR, OAO",OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'ALBASHSKI ELEVATOR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-UST-LUGA, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-UST-LUGA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"SHERVUD PREMER, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'SHERVUD PREMER',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-TARKOSALENEFTEGAZ, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-TARKOSALENEFTEGAZ',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK SEVERO-ZAPAD, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK SEVERO-ZAPAD',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-PUROVSKI ZPK, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-PUROVSKI ZPK',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-TRANSERVIS, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-TRANSERVIS',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-PERM, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-PERM',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-CHELYABINSK, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK- CHELYABINSK',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-YARSALENEFTEGAZ, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-YARSALENEFTEGAZ',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NOVATEK-KOSTROMA, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-KOSTROMA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TERNEFTEGAZ, ZAO",ZAO TERNEFTGAS,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"YARGEO, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'YARGEO',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT FINANS, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT FINANS',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-MEDIA, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT - MEDIA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-PRIVOLGA, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PRIVOLGA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-SIBIR, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - SIBIR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"DSD, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'DALNEVOSTOCHNAYA STROITELNAYA DIREKTSIYA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"SVYAZTRANSNEFT, AO",AKTSIONERNOE OBSHCHESTVO 'SVYAZ OBEKTOV TRANSPORTA I DOBYCHI NEFTI',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-URAL, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - URAL',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFTEPRODUKT, PAO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFTEPRODUKT',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-DRUZHBA, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - DRUZHBA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"GIPROTRUBOPROVOD, AO",AKTSIONERNOE OBSHCHESTVO 'INSTITUT PO PROEKTIROVANIYU MAGISTRALNYKH TRUBOPROVODOV',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"CHERNOMORTRANSNEFT, AO",AKTSIONERNOE OBSHCHESTVO 'CHERNOMORSKIE MAGISTRALNYE NEFTEPROVODY',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TSUP VSTO, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TSENTR UPRAVLENIYA PROEKTOM 'VOSTOCHNAYA SIBIR - TIKHI OKEAN',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-TSENTRALNAYA SIBIR, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - TSENTRALNAYA SIBIR',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-SEVER, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - SEVER',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-OKHRANA, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT-OKHRANA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-PODVODSERVIS, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PODVODSERVIS',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-DIASKAN, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - DIASKAN',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"NPF TRANSNEFT, AO",AKTSIONERNOE OBSHCHESTVO 'NEGOSUDARSTVENNY PENSIONNY FOND 'TRANSNEFT',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-METROLOGIYA, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFTMETROLOGIYA',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
"TRANSNEFT-PRIKAME, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - PRIKAME',Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
LENGIPRONEFTEKHIM OOO,LLC LENGIPRONEFTEKHIM,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
SURGUTMEBEL OOO,"SURGUTMEBEL, LLC",Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
MEDIA-INVEST OOO,LLC MEDIA-INVEST,Unknown,Entity,UKRAINE-EO13662,USOFAC-Consolidated
PSKOVNEFTEPRODUKT OOO,LIMITED LIABILITY COMPANY PSKOVNEFTEPRODUCT,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
NOVGORODNEFTEPRODUCT OOO,NOVGORODNEFTEPRODUKT LLC,Unknown,Entity,"UKRAINE-EO13662, RUSSIA-EO14024",USOFAC-Consolidated
